Location,Address,Period,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Cloud Cover,Relative Humidity,,Disease
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1994,29.7,22.2,26.7,36.4,9.47,18.4,88.5,81.63,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1994,31,24.1,26.3,35.5,96.73,19.2,90.1,82.49,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1994,28.9,22.2,26,33.4,43.74,18.4,86.5,84.85,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1994,29.4,22.2,25.4,34.7,271,19.6,94.1,88.22,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1994,28.3,21.6,25.1,32.5,254.37,17.7,93.1,90.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1994,29.1,22.7,25.3,34.3,84.74,20.1,91.5,88.29,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1994,29.7,21.6,25.1,34.7,96.7,10.5,72.4,83.37,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1994,32.5,19.9,25.7,36.2,21.4,14.7,42.4,76.71,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 1994,34.9,21.4,27.5,39.4,0,12.1,38.8,72.77,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1994,33.7,22.1,27.4,37.3,11.09,7.6,63.5,79.14,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1994,33,21.7,27,36.2,121.8,9.2,43.3,75.19,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1994,34.2,22.7,27.3,43,53.46,10.9,63.1,73.55,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1994,33.6,18.8,26.9,37.5,0,8.7,29.9,60.73,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1994,33.1,19,26.6,37.5,0,14.8,35,64.88,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1994,33.2,21.2,26.7,36.4,0.5,18.4,32.5,66.62,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1994,32.3,19.9,26.1,34,9,9.2,58.6,68.21,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1994,31.4,15,22.9,30.3,0,9.7,8.8,55.69,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1994,32.3,14,22.5,31.6,0,8.5,0,64.36,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1994,32.2,14.7,22.7,32.3,0,25.9,1,65.75,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1994,30.8,13.2,21.8,29.9,0,9.2,0,63.55,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1994,30.9,9.1,21.8,29.6,0,9.4,17.8,47.35,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 53 (Dec) 1994,29.2,13.3,20.8,28.4,0,9.7,34.9,57.68,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1993,31.8,14.7,22.3,31,0,7.9,18.4,64.17,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1993,33.5,15.5,23.2,32.1,0,10.3,20.6,64.34,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1993,30.8,10.7,22.3,30.9,7.3,13.3,12.5,63.44,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1993,29.4,13.8,21.6,28.7,0,14.8,17.6,58.78,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1993,31.9,14.3,22.8,30.4,0,14.8,7.2,54.47,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1993,32.8,10.7,23.6,31,0,11.5,3.9,43.65,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1993,33.1,14.5,23.9,31.6,0,11.5,3.7,54.47,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1993,32.3,14,23.6,32.6,0,22.3,6.9,53.36,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1993,31,12.8,23.6,30.4,0,15.3,7.6,57.06,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1993,34.5,16.4,24.9,34.1,0,13.9,11.9,53.59,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1993,34.6,20.1,26.5,34.4,1,14.8,22.5,61.58,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1993,34,15.1,26.1,32.3,0,15.3,6.4,55.67,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1993,32.8,16.7,26,32.4,0,20.5,21.2,56.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1993,36,19.7,27.2,34.4,0,14.6,5.4,47.92,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1993,34.3,19.6,26.9,33.4,0,17.3,7.7,52.95,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1993,38.4,21.6,28.5,37.2,0,22.6,26.6,61.43,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1993,34.6,22.1,29.1,37.5,0.6,12.7,23.4,60.58,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1993,38.4,22.7,29.7,39.1,0,16.6,12.8,53.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1993,39.1,22.7,29.7,38.5,0,14.7,34,59.07,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1993,35.4,23.4,30,42.8,0,13.9,25,58.11,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1993,37.4,22.7,30.1,42.4,1,15.9,45.6,61.89,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1993,35.6,23.7,29.8,39.1,0,18.4,57.9,64.37,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1993,37.7,24.4,30.4,41.2,11,18.5,50.3,65.93,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1993,38.6,23.2,28.9,44.2,185.62,21.2,76.6,74.74,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1993,30.7,21.7,26.2,36.3,287.95,19.1,90.5,85.59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1993,31.2,23.4,28.2,37.1,59.3,22.3,74.3,76.89,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1993,31.3,22.6,27.5,37.6,139.77,14.8,77.9,81.5,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1993,30.1,24.4,27.2,35.7,162.86,20.2,88.2,82.16,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1993,29.2,22.4,26.4,35.1,212.19,22.3,91.7,86.97,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1993,30.1,22.2,27.1,35.5,24.1,18.4,76.1,81.39,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1993,29.9,21.7,25.7,35.2,331.16,22.3,91.7,85.78,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1993,29.4,22.1,26.3,34.5,121.2,18.5,88.7,84.61,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1993,29.4,22.9,26.6,34.7,83.43,24.1,82.8,81.91,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1993,29.2,22.9,26.3,33.9,91.03,22.7,77.2,83.63,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1993,30.1,22.7,26.5,34,46.92,19.1,68.9,79.51,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1993,30.2,21.2,25.6,34.4,269.62,13.9,86.1,86.64,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1993,29.4,20.7,25.9,33.3,62.98,15.9,72.4,81.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1993,30.7,21.4,25.7,36.8,102.54,15.2,69.4,84.47,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1993,29.3,23.2,25.7,33.9,418.41,13.9,85.8,86.2,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 1993,31.4,21.2,26.2,36.9,57,14.8,65.1,81.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1993,34.2,20.4,27.3,36.4,1.4,8.5,66.3,76.42,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1993,32.2,20.7,26.2,38.3,169.87,10.3,81.6,83.77,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1993,31.3,18.1,25.8,35.6,148.6,13.3,68.7,82.37,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1993,32.4,17.4,26.5,37.9,11.2,14.6,26,70.85,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1993,32.6,15.4,24.8,33.5,0,14.6,13.3,59.45,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1993,33.4,18.4,26.6,39.4,0.9,11.2,53.2,60.5,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1993,31.7,20.7,26.4,36.4,4.9,12.6,51.8,78.42,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1993,32.3,13.2,24,34.2,0,14.8,29.3,59.61,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1993,31.2,10.7,22,29.5,21,13.9,31.3,54.7,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1993,31.5,15.1,23.9,32.8,15,13.9,43.4,74.71,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1993,30.4,11.1,21.5,30.3,0,7.6,16.7,63.01,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1993,29.8,9.9,21.3,29.3,0,9.9,10.2,61.61,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1993,30.1,12.4,21.5,30.6,0,14.8,38.8,71.56,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1992,32.1,12.3,21.3,30.6,0,11.5,0.5,48.42,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1992,30.6,11.9,19.9,28.7,0,12.7,5.4,60.52,,FALSE
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1992,31.5,15.2,22.8,30.6,0,11.2,12.8,57.02,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1992,33.9,15.4,23.3,33.4,0,11.2,0.7,55.17,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1992,31.3,15.8,23,30,0,18.4,3.4,63.65,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1992,30.1,15.4,22.9,30.3,0,15.3,2.4,61.08,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1992,30.9,12.7,22.1,29.7,0,13.9,4.4,55.12,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1992,29.3,13.8,21.8,28,0,15.3,11.2,58.92,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1992,34.7,14.8,24,32.4,0,11.5,1.9,48.69,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1992,33.7,17.5,25.2,32.2,0,17.7,2.4,52.85,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1992,36.1,17.2,26.3,34.7,0,14.1,5.2,52.15,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1992,34.2,18.3,26.8,33.9,0,14.8,0.4,52.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1992,37.9,21.3,29.2,35.6,0,14.8,16.7,48.99,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1992,33,19.4,26.9,32.7,0,15,8.8,53.49,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1992,34.4,21.1,27.7,35.5,0,18.4,17.1,57.12,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1992,35.1,21.9,28.3,36.6,0,14.8,11.5,52.07,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1992,35.6,21.6,28.1,36,3,18.5,21.6,57.98,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1992,36.9,23,29,36.7,0,15.9,30.4,63.98,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1992,38.1,22.8,29.6,38,1,15.9,25.8,59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1992,36.1,22.1,29.9,40.9,0.4,20,56.7,62.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1992,35.2,25.1,29.3,37.5,0,18.4,34.6,65.79,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1992,35.4,25.5,29.9,40.2,0,20.5,44.2,67.05,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1992,34.8,25.9,30,39.2,1.4,15.3,47.4,63.9,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1992,34.5,26.4,30.1,40.6,24,29.5,63,67.38,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1992,33.4,24.4,29,43,69.53,18.4,87.9,77.14,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1992,30.9,21.9,27.5,37.1,66.32,25.9,80.6,78.88,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1992,32.1,26.3,29,39.1,9.3,17.1,59.3,73.17,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1992,32.1,23.8,28.1,39,160.4,17.2,67.2,75.84,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1992,30.7,22.8,26.3,36,249.27,16.7,91.3,86.19,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1992,29.3,23.6,27,34.8,161.05,22,89.9,84.23,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1992,30.1,23.9,26.7,35.6,111.18,25.9,85,83.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1992,30.4,23.4,26.7,38.2,121.57,14.8,87.9,87.21,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1992,28.9,23.9,25.6,34.4,517.22,64.8,94.9,90.64,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1992,30.1,20.5,26,36.1,103.76,18.4,81,86.12,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1992,29.7,23.9,26.3,36,40.98,18.4,78.1,83.51,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1992,29.1,23.7,25.5,34.7,244.98,17.2,92.2,88.15,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1992,30.1,22.6,26.4,35.2,6.54,17.1,68.3,80.05,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1992,31.2,21.9,26.3,36,70.1,11.5,48.6,78.18,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1992,33.4,23.5,28,40.7,0,11.2,34.6,75.93,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Sep) 1992,32.8,22.9,27.3,38.9,151.52,17.2,68.4,80.55,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1992,34.1,22.4,27.8,39.2,23.2,11.5,64.7,75.3,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1992,30.7,18.6,25.6,34.1,0,11.5,37.9,78.29,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1992,31.9,21,26.6,38.4,7.6,12.3,36.8,77.4,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1992,33.7,18.7,25.8,38.6,0,10.9,11.1,64.96,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1992,33.9,14.7,26,37,0,11.2,9.1,60.78,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1992,33.6,13.7,26,35.7,0,14.8,26.7,54.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1992,32.1,20.6,26.4,36.8,7,11.8,44.9,69.07,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1992,33.1,17.1,25.5,34.1,0,12,16,64.92,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1992,33.9,16.5,24.1,33.6,0,9.9,19.5,61.63,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1992,31.1,15.9,23.1,29.8,0,9.4,22.1,57.69,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1992,32.2,16.3,23.1,32.6,0,11.2,6.3,60.61,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1992,31.1,7.9,22.4,30.7,0,9.2,3.1,59.51,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1992,31.8,14.5,22.1,30.5,0,9.7,0.7,62.54,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1991,29.1,9.4,18.6,28.6,0,13.5,17.1,56.25,,FALSE
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1991,29,11.9,20.2,28,0,14.6,15.3,61.4,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1991,30.1,13.6,21.7,29.7,0,14.6,16.6,62.65,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1991,33.9,16.2,24.2,32,0,10.3,5,60.64,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1991,33.2,13.1,22.7,31.5,0,16.6,1.1,55.85,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1991,32.6,13.1,23.9,32.2,0,13.3,13.1,59.3,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1991,30.6,15.3,23.1,29.8,0,16,6.2,53.26,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1991,32.6,11.6,23.2,31,0,14.6,13.1,57.19,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1991,31.4,15.1,24.1,31.8,0,16.6,10.9,59.34,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1991,35.7,18,25,33.7,107,15.3,4.8,60.04,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1991,33.7,17.7,26,33.4,0,16,3.7,59.12,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1991,34.2,19.1,26.1,32.4,0,13.5,14.6,57.03,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1991,36.7,19.7,28.7,40.8,0.8,14.8,28,56.5,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1991,33.3,23,27.7,36,31.4,13.9,49.5,68.21,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1991,34.8,19.1,28.2,36.7,0,15.9,13.1,61.53,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1991,38.2,23.2,29.7,38,0,19.7,8.9,56.66,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1991,34.9,19.4,29.1,36.5,0,18.4,21.4,62.2,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1991,33.9,24.9,29.1,40,0,18.4,34.5,66.54,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1991,39.2,22.9,29.3,41.3,33,15.3,31.8,69.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1991,37.6,21.9,30.4,40.2,0.6,15.3,44.3,65.75,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1991,35.8,22.4,30.6,44.6,2,16.6,31.1,66.49,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1991,35.9,25.7,30.7,44.2,36.9,16,64.2,70.7,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1991,34.1,22.1,28.1,41.3,933.77,22.3,87.2,82.99,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1991,32.2,23.7,28.6,41.3,38.49,21.5,67.9,79.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1991,31.6,23.4,28.4,39.3,54.05,25,71.8,78.45,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1991,32,23.2,28.1,38.5,80.42,16.6,75.4,78.48,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1991,30.3,22.7,26.9,36,151.04,20.5,87.3,82.87,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1991,30.5,23,26.1,37.2,244.65,16.6,91.1,86.82,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1991,29.7,24.3,25.8,38,302.53,22.3,95.2,90.41,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1991,29.7,22.2,25.9,36.4,223.32,23.7,93.4,87.76,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1991,28.4,21.4,26.1,33.3,49.26,20.5,91.1,86.44,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1991,29.4,23.6,26,34.7,65.95,22.3,89.7,85.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1991,29.4,22.2,25.8,34.3,108.58,22.3,92,87.1,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1991,29.2,23.9,25.7,34.4,74.06,20.5,89.6,85.93,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1991,29.7,20.7,26,34.7,123.55,18.4,84.6,81.4,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1991,29.9,21.7,25.9,35.2,23.8,16,76.9,82.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1991,31,21.1,26.6,34.7,11.4,12.9,50.1,78.13,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1991,31.7,22.2,26.5,36.5,89.6,11.5,64.5,80.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1991,32.1,22.4,27.4,37.6,22,13.3,70.5,79.61,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 1991,33.5,21.6,27.5,37.1,9,11.5,29.6,71.81,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1991,31.7,21.5,26.7,36.8,0,15.3,36.1,75.63,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1991,35.4,22.7,27.6,36.2,0,11.2,33.6,65.71,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1991,34.4,17.6,26.6,35.2,0,9.9,25,58.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1991,35.3,17.7,25.7,32.8,0,17.1,25.2,46.49,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1991,32.5,18.2,25.8,36,0,12.7,18.6,62,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1991,33.3,14.9,25.8,34.2,0.4,12.3,39.1,59.59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1991,31.5,19.2,26.2,33.8,11.2,9.9,61.2,68.12,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1991,33.4,14.8,24.3,34.5,0,37.5,15.4,63.58,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1991,31.5,12.7,23.4,31.4,0,9.9,15.1,61.8,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1991,31.4,11.4,22.6,30.1,152,9.9,5.3,49.35,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1991,30.4,15.2,22.2,29.5,0,12.3,5.6,61.64,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1991,28.6,10.9,20,27.9,7.2,11.5,10.6,62.62,,FALSE
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1991,26.4,13.3,19.6,30.8,0,13.9,8.2,53.82,,FALSE
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1990,32.1,16.1,23.6,31.7,0,14.8,12.3,59.36,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1990,40.1,11.4,23.2,38.7,0,14.8,6.5,53.45,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1990,32.2,12.7,22.9,31.2,0,13.3,4.6,51.35,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1990,35.1,15.8,24,32.8,0,12.1,0.8,50.7,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1990,31.9,14.1,23.1,31.8,0,14.8,23.1,51.94,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1990,36.1,14.6,25.2,35.2,0,13.3,23.9,52,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1990,33,15.7,24.5,32.9,0,15.9,19.6,53.64,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1990,29.8,8.1,22,29.2,0,17.4,7.6,53.78,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1990,29.9,14.3,22.9,28.7,5.8,21,21.9,57.43,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1990,30.9,17.1,23.9,30.3,0,16.5,11.8,59.73,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1990,35.1,18.8,26.4,36.8,0,24.1,12,62.48,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1990,35.8,15.4,26.7,34.9,0,17.2,21.6,47.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1990,32.6,19.2,26.1,32.7,0,35.3,12.9,59.6,,Stem Rot
