Location,Address,Period,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Cloud Cover,Relative Humidity,,Disease
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 2000,33.1,17.5,25.4,32.3,0,14.8,0.3,48.93,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 2000,33.1,11.2,24.8,32,0,18.4,2.4,42.3,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 2000,31.1,11.2,24.3,31.9,0,22.3,5.5,57.2,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 2000,37.1,17.2,26.3,39.4,0,22.3,7.6,53.69,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 2000,34.1,17.3,25.9,32.8,0,18.4,1.1,44.75,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 2000,32.1,12.2,24,30.1,261.9,18.4,22.8,58.78,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 2000,30.1,15.3,23,29.5,0,24.1,10.7,63.04,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 2000,33.1,10.4,25,34.1,11.9,20.5,12,53.39,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 2000,35.1,18.1,25.1,34.4,0,61.3,16.7,59.11,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 2000,38.1,11.9,26.7,36.7,0,22.3,3.8,47.16,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 2000,32.4,14.4,24.9,30.5,0,22.3,5.1,48.34,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 2000,34.5,18.9,26,32.3,0,22.3,14.2,50.02,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 2000,40.1,16.2,28.5,42.3,0,22.3,5.6,40.82,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 2000,38.4,18.4,29.9,40.2,0,24.1,8.9,50.4,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 2000,34.4,24.2,29.1,39.3,4.2,22.3,25.6,56.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 2000,38.7,22.2,28.7,38,0,24.1,25.9,65.1,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 2000,34.6,22.7,29,40.7,5.6,22.3,31.9,65.55,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 2000,35.5,22.7,29.3,36.2,0,27.7,31.6,61.3,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 2000,34.7,23.4,29.3,36.3,3.1,24.1,40.6,62.09,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 2000,33.7,23,29.5,40.7,7.4,22.3,39.2,60.46,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 2000,34.1,22.1,28.2,39.3,219.76,22.3,66.6,72.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 2000,33.1,24.4,29.8,42.5,29.98,24.1,52.7,73.47,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 2000,33.2,22.4,29,42.6,104.94,27.7,70.8,79.73,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 2000,33.1,22.2,28.6,44,161.61,24.1,84.4,80.26,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 2000,31.1,22.7,28.8,36.7,18.71,27.7,54.8,68.99,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 2000,32.1,23.4,29.3,40.8,27.24,22.3,69.5,75.53,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 2000,32.1,22.2,27.5,40.8,134.81,22.3,84.5,86.15,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 2000,30.1,22.4,26.8,38.4,364.83,24.1,91.5,83.82,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 2000,30.1,22.4,26.6,36.3,567.93,27.7,95.4,83.52,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 2000,30.1,22.4,27.6,36.3,37.28,50.4,80.4,82.96,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 2000,31.1,20.4,28.2,36.7,12.6,24.1,51,77.11,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 2000,33.1,23,29.7,40.8,8.3,24.1,48.1,71.74,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 2000,33.1,21.2,28.8,40.8,197.34,25.9,80.7,77.16,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 2000,33.1,21.9,30,44,31.52,25.9,65.6,70.46,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 2000,30.1,22.7,27.1,37.6,231.79,44.3,93.6,86.98,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 2000,30.1,21.7,26.1,35.2,126.53,22.3,81.1,87.18,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 2000,30.1,20.7,27.4,35.2,10.14,20.5,65.6,78.95,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 2000,32.1,18.4,28.2,36.9,0.2,22.3,46.4,74.64,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 2000,34.1,18.4,28.5,42.3,23.8,20.5,59,75.25,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Sep) 2000,33.1,21.1,28.2,42.3,194.74,18.4,65,76.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 2000,33.1,22.4,28.4,40.8,45.09,18.4,56.9,74.68,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 2000,33.1,20.6,28.2,40.7,96.73,16.6,65.9,73.56,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 2000,36.1,14.1,28.2,37.9,0,16.6,44.4,68.75,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 2000,35.1,20.1,27.8,37.1,0,18.4,15.3,68.97,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 2000,34.1,14.1,27.1,39.3,18.2,18.4,27.2,67.51,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 2000,36.1,17.4,27,38,30,16.6,23.6,67.97,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 2000,35.1,17.9,27.1,35.6,0,55.4,16.3,58.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 2000,36.1,18.5,26.9,36.4,0,16.6,18.6,58.13,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 2000,34.1,12.7,25.9,34.2,0,22.3,18.2,54.4,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 2000,35.1,8.1,25.4,37,0,14.8,14.9,52.12,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 2000,34.1,12.4,24.6,33,0,16.6,8.6,56.56,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 2000,35.1,13.7,25,34.1,0,14.8,7.2,55.36,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 53 (Dec) 2000,35.1,8.4,24.7,33.8,15.15,20.5,34.2,57.75,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 2001,33.1,16.5,24.1,33.5,0,20.5,20.7,64.99,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 2001,30.1,11.4,23.6,30.5,0,16.6,13.1,63.21,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 2001,33.1,15.7,25.4,33.1,0,22.3,23.9,59.31,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 2001,31.1,11.2,22.1,29.9,0,18.4,19.5,57.74,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 2001,32.4,14.4,23.6,30.5,0,18.4,36.7,55.83,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 2001,36.9,10.4,22.9,34.5,0,18.4,3.5,56.79,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 2001,33.7,13.6,22.8,31.2,0,18.4,5.3,63.16,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 2001,33.2,11.4,25.3,34.7,0,18.4,7.2,65.71,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 2001,33.7,11.1,25.8,33.8,0,20.5,26.9,65.76,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 2001,32.7,14.7,25.8,35,0,22.3,27.1,63.82,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 2001,32.4,13.7,25.5,33,0,22.3,19.7,67.23,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 2001,36.4,18.1,26.1,34.7,0,22.3,20.7,68.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 2001,35.2,15.4,25.7,33.6,0,24.1,17.1,56.35,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 2001,36.1,19.6,28.6,39.9,3.8,22.3,29.3,59.06,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 2001,36.4,22.6,28.4,37.8,0,24.1,40.2,61.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 2001,38.7,19.6,28.9,42,4.1,27.7,30.5,63.55,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 2001,38.7,21.9,28.8,38.1,0,25.9,18,67.03,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 2001,37.7,21.1,29.3,40.7,0,25.9,35.1,69.56,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 2001,36.2,23.4,28.9,38,0,74.2,35.7,70.66,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 2001,35.1,23,29.5,39.4,0,27.7,41,70.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 2001,36.1,24.1,30.1,43.7,22.91,33.5,53.2,64.7,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 2001,34.1,24.7,29.2,40.7,6.1,31.3,56.4,72.12,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 2001,35.1,23.6,28.3,39.4,108.9,25.9,69.8,78.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 2001,31.9,22.1,26.5,35.6,279.95,33.5,91,79.87,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 2001,31.1,23.4,28.1,37,37.97,27.7,72,72.16,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 2001,32.1,23,28.2,35.9,104.24,33.5,63.7,70.3,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 2001,31.1,22.1,26.1,36.3,239.63,29.5,91.6,81.81,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 2001,30.1,21.7,25.9,35.2,263.07,33.5,88.9,81.87,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 2001,31.1,22.1,27.1,35.6,39.66,29.5,87.8,75.47,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 2001,31.1,21.9,27.4,36.7,41.14,25.9,77.3,76.93,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 2001,31.1,22.1,26.9,36.7,37.44,27.7,81.9,77.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 2001,31.1,21.1,27,36.7,201.91,29.5,92.2,78.38,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 2001,32.1,22.1,27.2,36.9,194.73,31.3,89.9,77.04,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 2001,32.1,22.2,27.7,36.9,24.21,22.3,85.6,74.48,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 2001,32.1,22.2,27.9,36.9,26.26,27.7,74.5,72.4,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 2001,34.1,20.4,27.8,39.5,7.6,18.4,66.2,73.57,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 2001,32.7,20.4,27.9,39.3,13.1,27.7,60.5,72.21,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 2001,33.1,21.7,26.9,40.7,179.02,27.7,79,80.66,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 2001,33.1,21.1,27.9,44,148.6,27.7,66.7,79,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 2001,32.1,22.2,27.3,39.3,435.78,27.7,73.8,83.44,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 2001,34.1,22.2,27.6,43.7,179.51,24.1,61.2,82.79,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 2001,36.1,19.2,28.9,45.9,49,20.5,45.6,70.35,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 2001,35.1,14.2,28.8,37.9,0,18.4,2.9,52.68,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 2001,35.1,12.9,27.8,44,0,18.4,6.4,64.58,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 2001,35.1,14.2,27.3,38.4,0,69.8,7.7,57.33,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 2001,35.1,11.4,27.6,44,0,79.6,10.2,60.51,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 2001,37.1,12.4,28.2,46.9,0,14.8,5.6,47.46,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 2001,34.1,12.1,24.8,34.1,0,14.8,16,57.33,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 2001,36.1,11.9,25.6,38.2,0,177.5,4.9,64.23,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 2001,35.1,13.7,25.7,39.5,0,177.5,6.1,66.87,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 2001,35.1,8.4,26.1,38.7,0,14.8,11.9,51.65,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 2001,36.1,15.4,26.6,38.4,0,177.5,24.4,56.3,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 2001,34.1,19.5,25.6,33.6,0,14.8,20.6,60.84,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 2002,33.1,6.9,24.5,35,0,16.6,18,51.99,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 2002,35.1,12.9,26.1,37.1,0,14.8,9.4,56.43,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 2002,34.1,9.1,23.6,34.3,0,20.5,15,60.97,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 2002,30.3,7.2,21.7,31.4,0,22.3,11.2,57.11,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 2002,35.1,8.7,23.8,39.5,0,16.6,17.8,51.62,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 2002,34.1,12.9,23.9,37.1,0,18.4,27.2,54,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 2002,37.1,15.2,26.4,40.7,0,18.4,9.1,54.25,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 2002,36.1,18.2,25.5,46.4,0,24.1,9,55.49,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 2002,33.1,16.9,25.1,33.5,0,22.3,9.8,50.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 2002,36.1,17.8,25.8,34.4,0,24.1,22.5,50.15,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 2002,38.1,17.4,27.8,36.7,5.1,22.3,41,42.13,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 2002,36.9,15.4,27.4,34.7,0,179.6,16.6,57.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 2002,35.9,20.5,27.4,39.3,0,20.5,13.5,66.61,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 2002,35.2,21.3,28.4,40.8,2.1,24.1,25.7,69.28,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 2002,38.1,23.3,29.4,39.4,4.1,24.1,11.4,52.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 2002,39.1,23.3,29.5,50.5,2.2,25.9,28.8,65.13,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 2002,37.7,20.1,29.7,46.9,0,24.1,5.4,60.11,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 2002,41.2,23.4,29.1,42.3,3.5,18.4,23.5,67.1,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 2002,35.1,25.1,29.8,42.3,88.1,22.3,43.8,70.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 2002,34.1,24.9,29.3,39.4,0,22.3,44.9,68.83,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 2002,34.7,25.7,29.6,39.3,0,22.3,42.7,63.45,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 2002,33.8,26.3,30,40.8,6.9,24.1,43.4,69.02,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 2002,33.1,25.9,29.5,39.4,11,24.1,47.3,68.1,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 2002,33.6,22.4,27.7,42.5,131.2,34.2,74.5,82.75,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 2002,30.1,22.9,25.6,34.3,73.54,14.8,86.2,82.19,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 2002,28.4,13.9,24,30.8,103.3,18.4,91.6,85.52,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 2002,30.1,23.4,26,34.3,0.4,20.5,68.9,74.07,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 2002,29.7,22.7,25.9,32,0.1,33.5,62.4,73.65,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 2002,29.1,22.1,24.9,32.8,4.9,21.6,82.8,79.23,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 2002,28.4,21.7,24,30.6,17.1,18.4,83.5,84.91,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 2002,28.8,20.1,25.1,32,11,11.2,83.6,80.9,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 2002,27.7,21.4,23.1,31.8,52.1,13.9,94.2,88.82,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 2002,27.1,22.2,23.7,28.6,24.2,24.1,87.4,85.57,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 2002,27.2,20.7,23.3,28.6,8.8,14.8,89.8,84.26,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 2002,29.4,19.2,23.5,31.3,5.9,13,79.8,84.76,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 2002,28.4,20.9,23.6,29.9,20,11.2,73.8,84.41,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 2002,30.9,19.1,24.2,33.8,0,11.2,46.4,76.35,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 2002,33.1,20.4,27.7,37.1,19.7,14.8,60.3,67.22,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 2002,35.1,21.7,28.7,43.7,54.7,14.8,60.1,68.9,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 2002,38.1,22.1,30.6,43.5,0,16.6,21.5,60.42,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 2002,38.1,21.2,29.6,43.5,2.2,18.4,36,57.25,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 2002,36.1,22.6,28.6,42.5,9.2,20.5,51.5,66.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 2002,37.1,18.1,28.9,42.1,0,22.3,42.7,55.56,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 2002,37.1,14.1,27.9,39.4,0,18.4,20.3,58.17,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 2002,37.1,13.9,28.2,37.8,0,14.8,21.8,55.85,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 2002,37.1,14.2,28.4,39,1.2,18.4,27.2,60.48,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 2002,36.1,11.7,27.1,37.1,0,18.4,14.6,53.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 2002,35.1,14.4,26.3,35.9,0,18.4,9,57.76,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 2002,36.1,12.2,25.7,36.4,0,16.6,10.9,62.03,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 2002,35.1,13.4,26.6,35.8,0,18.4,21.3,54.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 2002,36.1,11.1,24.7,35.5,0,18.4,9.3,62.51,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 2002,31.1,12.4,22.9,31.5,0,22.3,6.2,62.36,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 2002,29.1,15.9,22.2,29.2,0.2,22.3,25.5,63.34,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 2003,33.1,10.1,22.9,33.1,0,16.6,19.4,64.21,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 2003,33.1,14.7,23.9,34.1,0,18.4,32.3,66.85,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 2003,33.1,11.4,24.4,32.3,0,18.4,22.4,51.07,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 2003,36.1,10.9,24.7,34.8,0,18.4,21.2,60.23,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 2003,33.1,14.9,24.4,35.6,0,20.5,12.7,65.28,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 2003,34.1,14.9,24.8,35.9,0,20.5,8.1,64.33,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 2003,36.1,14.1,25.5,36.9,0,22.3,1.1,59.75,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 2003,37.1,15.4,25.9,36.6,8,22.3,8.9,60.95,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 2003,37.1,16.7,27.9,39,0,22.3,2,58.75,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 2003,39.1,14.7,26.5,37.7,0,24.1,1.6,41.12,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 2003,37.1,14.9,27.2,38.1,0,22.3,12.7,54.06,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 2003,36.4,13.9,27.1,37,0,22.3,9.5,57.47,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 2003,35.4,21.4,27.9,35.6,0,24.1,5.1,62.23,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 2003,36.1,19,27.7,37.4,0,24.1,18.2,66.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 2003,35.5,23.1,29.3,38.7,1.4,27.7,23.3,59.05,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 2003,36.1,19.4,28.5,39.9,0,25.9,14.3,61.53,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 2003,36.2,21,28.8,38.4,0,55.4,20,66.02,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 2003,38.4,24.1,29.5,39.5,0,24.1,21.6,64.19,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 2003,40.2,21.7,29.2,42.1,0,27.7,18.3,61.53,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 2003,35.3,23.9,29.4,38.2,0,25.9,45.4,66.88,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 2003,35.1,21.7,29.9,38.9,0,25.9,41.6,64.99,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 2003,36.2,26.1,30.1,38.2,0,29.5,34.5,61.57,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 2003,36.4,25.4,30.2,40.8,0,24.1,41.6,62.51,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 2003,35.1,23.4,28.5,42,133.57,24.1,68.4,75.8,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 2003,32.1,21.7,26.7,37.9,182.26,22.3,88.4,80.5,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 2003,31.1,22.1,26.7,39.6,100.72,19.7,91.5,81.22,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 2003,31.1,23,26.6,35.6,97.6,20.5,81.4,79.57,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 2003,32.1,22.4,27.1,36.9,226.32,24.1,86.6,76.45,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 2003,33.1,23,27.7,37.1,144.5,25.9,85.8,73.67,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 2003,32.1,23,27.9,36.9,97.95,25.9,83.8,73.46,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 2003,32.1,22.7,27.9,36.9,23.11,22.3,83.4,72.71,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 2003,31.1,21.9,25.5,34.7,115.52,24.1,89.8,81.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 2003,32.1,21.4,27.1,36.9,221.2,22.3,77.1,74.13,,Stem Rot
